case_id,summary,offense,ipc_section,detention,expected_sentence,age,gender,priority_label,undertrial_flag
C02976,"Physical assault case, in custody for 9 months",assault,IPC 351,9,24,33,Male,low,no
C02977,"Financial fraud case, undertrial for 31 months",fraud,IPC 420,31,12,63,Female,high,yes
C02978,"Physical assault case, in custody for 14 months",assault,IPC 351,14,24,18,Female,medium,no
C02979,"Physical assault case, undertrial for 26 months",assault,IPC 351,26,24,68,Male,high,yes
C02980,"Minor theft case, in custody for 15 months",theft,IPC 379,15,6,35,Male,high,yes
C02981,"Robbery case, in custody for 32 months",robbery,IPC 392,32,36,18,Male,medium,no
C02982,"Minor theft case, detained for 25 months",theft,IPC 379,25,6,67,Female,high,yes
C02983,"Minor theft case, undertrial for 17 months",theft,IPC 379,17,6,21,Female,high,yes
C02984,"Robbery case, in custody for 27 months",robbery,IPC 392,27,36,47,Female,medium,no
C02985,"Minor theft case, in custody for 6 months",theft,IPC 379,6,6,42,Male,medium,no
C02986,"Robbery case, in custody for 29 months",robbery,IPC 392,29,36,56,Female,medium,no
C02987,"Minor theft case, in custody for 7 months",theft,IPC 379,7,6,38,Male,high,yes
C02988,"Financial fraud case, undertrial for 17 months",fraud,IPC 420,17,12,68,Female,high,yes
C02989,"Robbery case, detained for 33 months",robbery,IPC 392,33,36,32,Male,medium,no
C02990,"Financial fraud case, detained for 9 months",fraud,IPC 420,9,12,55,Male,medium,no
C02991,"Minor theft case, in custody for 20 months",theft,IPC 379,20,6,31,Female,high,yes
C02992,"Robbery case, undertrial for 2 months",robbery,IPC 392,2,36,23,Male,low,no
C02993,"Financial fraud case, undertrial for 5 months",fraud,IPC 420,5,12,26,Female,low,no
C02994,"Robbery case, detained for 22 months",robbery,IPC 392,22,36,33,Female,medium,no
C02995,"Financial fraud case, undertrial for 27 months",fraud,IPC 420,27,12,56,Female,high,yes
C02996,"Physical assault case, in custody for 26 months",assault,IPC 351,26,24,69,Male,high,yes
C02997,"Robbery case, detained for 19 months",robbery,IPC 392,19,36,20,Female,medium,no
C02998,"Robbery case, in custody for 29 months",robbery,IPC 392,29,36,22,Female,medium,no
C02999,"Robbery case, in custody for 24 months",robbery,IPC 392,24,36,36,Female,medium,no
C03000,"Minor theft case, undertrial for 35 months",theft,IPC 379,35,6,46,Male,high,yes
C03001,"Financial fraud case, detained for 35 months",fraud,IPC 420,35,12,26,Male,high,yes
C03002,"Physical assault case, detained for 23 months",assault,IPC 351,23,24,32,Male,medium,no
C03003,"Physical assault case, detained for 36 months",assault,IPC 351,36,24,33,Female,high,yes
C03004,"Physical assault case, detained for 8 months",assault,IPC 351,8,24,58,Male,low,no
C03005,"Minor theft case, in custody for 5 months",theft,IPC 379,5,6,36,Male,medium,no
C03006,"Physical assault case, undertrial for 21 months",assault,IPC 351,21,24,30,Female,medium,no
C03007,"Minor theft case, in custody for 29 months",theft,IPC 379,29,6,63,Male,high,yes
C03008,"Financial fraud case, undertrial for 23 months",fraud,IPC 420,23,12,31,Male,high,yes
C03009,"Minor theft case, undertrial for 34 months",theft,IPC 379,34,6,51,Male,high,yes
C03010,"Minor theft case, detained for 23 months",theft,IPC 379,23,6,50,Male,high,yes
C03011,"Physical assault case, undertrial for 27 months",assault,IPC 351,27,24,58,Female,high,yes
C03012,"Physical assault case, detained for 15 months",assault,IPC 351,15,24,33,Female,medium,no
C03013,"Minor theft case, detained for 35 months",theft,IPC 379,35,6,50,Female,high,yes
C03014,"Robbery case, in custody for 36 months",robbery,IPC 392,36,36,39,Female,medium,no
C03015,"Minor theft case, detained for 5 months",theft,IPC 379,5,6,68,Male,medium,no
C03016,"Physical assault case, undertrial for 15 months",assault,IPC 351,15,24,42,Female,medium,no
C03017,"Financial fraud case, undertrial for 36 months",fraud,IPC 420,36,12,49,Male,high,yes
C03018,"Financial fraud case, in custody for 34 months",fraud,IPC 420,34,12,61,Male,high,yes
C03019,"Robbery case, detained for 22 months",robbery,IPC 392,22,36,56,Female,medium,no
C03020,"Financial fraud case, in custody for 32 months",fraud,IPC 420,32,12,50,Male,high,yes
C03021,"Robbery case, detained for 4 months",robbery,IPC 392,4,36,43,Male,low,no
C03022,"Minor theft case, in custody for 21 months",theft,IPC 379,21,6,30,Male,high,yes
C03023,"Financial fraud case, detained for 2 months",fraud,IPC 420,2,12,47,Female,low,no
C03024,"Minor theft case, detained for 29 months",theft,IPC 379,29,6,56,Male,high,yes
C03025,"Physical assault case, detained for 23 months",assault,IPC 351,23,24,68,Male,medium,no
C03026,"Minor theft case, in custody for 31 months",theft,IPC 379,31,6,70,Male,high,yes
C03027,"Robbery case, in custody for 35 months",robbery,IPC 392,35,36,37,Female,medium,no
C03028,"Robbery case, undertrial for 18 months",robbery,IPC 392,18,36,25,Male,low,no
C03029,"Minor theft case, undertrial for 2 months",theft,IPC 379,2,6,39,Male,low,no
C03030,"Physical assault case, detained for 7 months",assault,IPC 351,7,24,58,Male,low,no
C03031,"Physical assault case, detained for 31 months",assault,IPC 351,31,24,36,Male,high,yes
C03032,"Financial fraud case, in custody for 20 months",fraud,IPC 420,20,12,57,Female,high,yes
C03033,"Physical assault case, in custody for 17 months",assault,IPC 351,17,24,40,Female,medium,no
C03034,"Minor theft case, undertrial for 17 months",theft,IPC 379,17,6,65,Female,high,yes
C03035,"Minor theft case, detained for 32 months",theft,IPC 379,32,6,43,Female,high,yes
C03036,"Financial fraud case, undertrial for 9 months",fraud,IPC 420,9,12,52,Female,medium,no
C03037,"Financial fraud case, in custody for 6 months",fraud,IPC 420,6,12,33,Female,low,no
C03038,"Minor theft case, undertrial for 30 months",theft,IPC 379,30,6,25,Male,high,yes
C03039,"Financial fraud case, undertrial for 35 months",fraud,IPC 420,35,12,65,Male,high,yes
C03040,"Physical assault case, in custody for 4 months",assault,IPC 351,4,24,37,Female,low,no
C03041,"Robbery case, undertrial for 8 months",robbery,IPC 392,8,36,47,Female,low,no
C03042,"Minor theft case, in custody for 10 months",theft,IPC 379,10,6,24,Female,high,yes
C03043,"Minor theft case, in custody for 9 months",theft,IPC 379,9,6,60,Female,high,yes
C03044,"Minor theft case, detained for 4 months",theft,IPC 379,4,6,40,Male,medium,no
C03045,"Robbery case, in custody for 22 months",robbery,IPC 392,22,36,57,Male,medium,no
C03046,"Physical assault case, in custody for 23 months",assault,IPC 351,23,24,34,Female,medium,no
C03047,"Financial fraud case, detained for 7 months",fraud,IPC 420,7,12,54,Female,medium,no
C03048,"Physical assault case, detained for 1 months",assault,IPC 351,1,24,24,Male,low,no
C03049,"Minor theft case, detained for 29 months",theft,IPC 379,29,6,39,Female,high,yes
C03050,"Robbery case, in custody for 3 months",robbery,IPC 392,3,36,33,Male,low,no
C03051,"Physical assault case, undertrial for 31 months",assault,IPC 351,31,24,62,Male,high,yes
C03052,"Minor theft case, in custody for 35 months",theft,IPC 379,35,6,66,Female,high,yes
C03053,"Robbery case, undertrial for 4 months",robbery,IPC 392,4,36,20,Male,low,no
C03054,"Robbery case, undertrial for 26 months",robbery,IPC 392,26,36,56,Female,medium,no
C03055,"Financial fraud case, detained for 8 months",fraud,IPC 420,8,12,36,Male,medium,no
C03056,"Minor theft case, in custody for 19 months",theft,IPC 379,19,6,34,Male,high,yes
C03057,"Financial fraud case, detained for 26 months",fraud,IPC 420,26,12,52,Female,high,yes
C03058,"Physical assault case, in custody for 30 months",assault,IPC 351,30,24,31,Male,high,yes
C03059,"Robbery case, undertrial for 17 months",robbery,IPC 392,17,36,25,Male,low,no
C03060,"Financial fraud case, in custody for 36 months",fraud,IPC 420,36,12,30,Female,high,yes
C03061,"Minor theft case, detained for 3 months",theft,IPC 379,3,6,23,Female,low,no
C03062,"Minor theft case, detained for 2 months",theft,IPC 379,2,6,42,Male,low,no
C03063,"Robbery case, in custody for 17 months",robbery,IPC 392,17,36,46,Male,low,no
C03064,"Robbery case, detained for 28 months",robbery,IPC 392,28,36,59,Male,medium,no
C03065,"Financial fraud case, in custody for 2 months",fraud,IPC 420,2,12,64,Female,low,no
C03066,"Robbery case, detained for 27 months",robbery,IPC 392,27,36,57,Female,medium,no
C03067,"Financial fraud case, undertrial for 11 months",fraud,IPC 420,11,12,40,Female,medium,no
C03068,"Financial fraud case, undertrial for 36 months",fraud,IPC 420,36,12,61,Male,high,yes
C03069,"Financial fraud case, in custody for 4 months",fraud,IPC 420,4,12,50,Male,low,no
C03070,"Financial fraud case, detained for 1 months",fraud,IPC 420,1,12,57,Male,low,no
C03071,"Minor theft case, detained for 32 months",theft,IPC 379,32,6,29,Female,high,yes
C03072,"Financial fraud case, in custody for 16 months",fraud,IPC 420,16,12,63,Male,high,yes
C03073,"Minor theft case, in custody for 32 months",theft,IPC 379,32,6,46,Female,high,yes
C03074,"Minor theft case, detained for 9 months",theft,IPC 379,9,6,40,Female,high,yes
C03075,"Robbery case, undertrial for 12 months",robbery,IPC 392,12,36,47,Female,low,no
C03076,"Financial fraud case, detained for 27 months",fraud,IPC 420,27,12,18,Male,high,yes
C03077,"Robbery case, in custody for 34 months",robbery,IPC 392,34,36,31,Female,medium,no
C03078,"Physical assault case, undertrial for 10 months",assault,IPC 351,10,24,23,Male,low,no
C03079,"Physical assault case, undertrial for 16 months",assault,IPC 351,16,24,44,Female,medium,no
C03080,"Minor theft case, detained for 34 months",theft,IPC 379,34,6,69,Female,high,yes
C03081,"Minor theft case, undertrial for 12 months",theft,IPC 379,12,6,41,Male,high,yes
C03082,"Financial fraud case, in custody for 7 months",fraud,IPC 420,7,12,26,Female,medium,no
C03083,"Physical assault case, in custody for 31 months",assault,IPC 351,31,24,56,Female,high,yes
C03084,"Physical assault case, undertrial for 13 months",assault,IPC 351,13,24,57,Male,medium,no
C03085,"Robbery case, detained for 15 months",robbery,IPC 392,15,36,30,Female,low,no
C03086,"Robbery case, undertrial for 11 months",robbery,IPC 392,11,36,49,Female,low,no
C03087,"Financial fraud case, detained for 26 months",fraud,IPC 420,26,12,39,Female,high,yes
C03088,"Minor theft case, undertrial for 24 months",theft,IPC 379,24,6,20,Female,high,yes
C03089,"Minor theft case, undertrial for 17 months",theft,IPC 379,17,6,53,Male,high,yes
C03090,"Financial fraud case, undertrial for 29 months",fraud,IPC 420,29,12,62,Female,high,yes
C03091,"Financial fraud case, detained for 24 months",fraud,IPC 420,24,12,58,Male,high,yes
C03092,"Minor theft case, undertrial for 10 months",theft,IPC 379,10,6,32,Female,high,yes
C03093,"Financial fraud case, in custody for 34 months",fraud,IPC 420,34,12,40,Male,high,yes
C03094,"Financial fraud case, in custody for 33 months",fraud,IPC 420,33,12,66,Female,high,yes
C03095,"Physical assault case, detained for 25 months",assault,IPC 351,25,24,27,Female,high,yes
C03096,"Robbery case, undertrial for 26 months",robbery,IPC 392,26,36,39,Female,medium,no
C03097,"Minor theft case, detained for 7 months",theft,IPC 379,7,6,35,Male,high,yes
C03098,"Physical assault case, in custody for 17 months",assault,IPC 351,17,24,32,Female,medium,no
C03099,"Minor theft case, detained for 1 months",theft,IPC 379,1,6,23,Male,low,no
C03100,"Physical assault case, in custody for 6 months",assault,IPC 351,6,24,54,Female,low,no
C03101,"Robbery case, undertrial for 34 months",robbery,IPC 392,34,36,24,Female,medium,no
C03102,"Physical assault case, detained for 23 months",assault,IPC 351,23,24,62,Female,medium,no
C03103,"Minor theft case, in custody for 9 months",theft,IPC 379,9,6,47,Female,high,yes
C03104,"Robbery case, undertrial for 24 months",robbery,IPC 392,24,36,53,Male,medium,no
C03105,"Financial fraud case, detained for 36 months",fraud,IPC 420,36,12,48,Male,high,yes
C03106,"Robbery case, detained for 20 months",robbery,IPC 392,20,36,20,Male,medium,no
C03107,"Financial fraud case, in custody for 18 months",fraud,IPC 420,18,12,67,Female,high,yes
C03108,"Financial fraud case, detained for 17 months",fraud,IPC 420,17,12,27,Male,high,yes
C03109,"Physical assault case, detained for 32 months",assault,IPC 351,32,24,62,Male,high,yes
C03110,"Financial fraud case, in custody for 28 months",fraud,IPC 420,28,12,29,Male,high,yes
C03111,"Minor theft case, in custody for 5 months",theft,IPC 379,5,6,62,Female,medium,no
C03112,"Physical assault case, in custody for 19 months",assault,IPC 351,19,24,25,Male,medium,no
C03113,"Minor theft case, in custody for 27 months",theft,IPC 379,27,6,21,Male,high,yes
C03114,"Physical assault case, in custody for 10 months",assault,IPC 351,10,24,27,Female,low,no
C03115,"Robbery case, in custody for 31 months",robbery,IPC 392,31,36,23,Female,medium,no
C03116,"Minor theft case, in custody for 1 months",theft,IPC 379,1,6,54,Female,low,no
C03117,"Financial fraud case, undertrial for 5 months",fraud,IPC 420,5,12,49,Female,low,no
C03118,"Financial fraud case, in custody for 14 months",fraud,IPC 420,14,12,29,Male,high,yes
C03119,"Minor theft case, in custody for 22 months",theft,IPC 379,22,6,24,Male,high,yes
C03120,"Robbery case, undertrial for 23 months",robbery,IPC 392,23,36,62,Female,medium,no
C03121,"Financial fraud case, undertrial for 4 months",fraud,IPC 420,4,12,20,Male,low,no
C03122,"Physical assault case, undertrial for 2 months",assault,IPC 351,2,24,35,Male,low,no
C03123,"Financial fraud case, in custody for 8 months",fraud,IPC 420,8,12,70,Male,medium,no
C03124,"Robbery case, undertrial for 2 months",robbery,IPC 392,2,36,48,Female,low,no
C03125,"Financial fraud case, detained for 34 months",fraud,IPC 420,34,12,43,Male,high,yes
C03126,"Physical assault case, detained for 35 months",assault,IPC 351,35,24,27,Female,high,yes
C03127,"Physical assault case, detained for 6 months",assault,IPC 351,6,24,41,Female,low,no
C03128,"Physical assault case, detained for 30 months",assault,IPC 351,30,24,51,Male,high,yes
C03129,"Financial fraud case, in custody for 22 months",fraud,IPC 420,22,12,55,Female,high,yes
C03130,"Physical assault case, detained for 6 months",assault,IPC 351,6,24,64,Male,low,no
C03131,"Robbery case, detained for 17 months",robbery,IPC 392,17,36,70,Female,low,no
C03132,"Physical assault case, in custody for 33 months",assault,IPC 351,33,24,28,Female,high,yes
C03133,"Minor theft case, in custody for 36 months",theft,IPC 379,36,6,44,Female,high,yes
C03134,"Financial fraud case, detained for 17 months",fraud,IPC 420,17,12,18,Female,high,yes
C03135,"Physical assault case, detained for 13 months",assault,IPC 351,13,24,33,Male,medium,no
C03136,"Minor theft case, undertrial for 6 months",theft,IPC 379,6,6,63,Male,medium,no
C03137,"Financial fraud case, detained for 28 months",fraud,IPC 420,28,12,61,Male,high,yes
C03138,"Physical assault case, undertrial for 14 months",assault,IPC 351,14,24,33,Female,medium,no
C03139,"Robbery case, detained for 10 months",robbery,IPC 392,10,36,47,Female,low,no
C03140,"Minor theft case, in custody for 27 months",theft,IPC 379,27,6,51,Male,high,yes
C03141,"Robbery case, detained for 34 months",robbery,IPC 392,34,36,61,Male,medium,no
C03142,"Financial fraud case, in custody for 5 months",fraud,IPC 420,5,12,68,Male,low,no
C03143,"Financial fraud case, in custody for 16 months",fraud,IPC 420,16,12,43,Female,high,yes
C03144,"Minor theft case, detained for 18 months",theft,IPC 379,18,6,49,Male,high,yes
C03145,"Physical assault case, undertrial for 24 months",assault,IPC 351,24,24,43,Male,medium,no
C03146,"Minor theft case, in custody for 32 months",theft,IPC 379,32,6,41,Male,high,yes
C03147,"Minor theft case, in custody for 6 months",theft,IPC 379,6,6,65,Female,medium,no
C03148,"Minor theft case, in custody for 26 months",theft,IPC 379,26,6,64,Male,high,yes
C03149,"Minor theft case, in custody for 26 months",theft,IPC 379,26,6,54,Male,high,yes
C03150,"Robbery case, detained for 25 months",robbery,IPC 392,25,36,38,Male,medium,no
C03151,"Robbery case, detained for 1 months",robbery,IPC 392,1,36,52,Female,low,no
C03152,"Physical assault case, detained for 4 months",assault,IPC 351,4,24,50,Female,low,no
C03153,"Physical assault case, in custody for 16 months",assault,IPC 351,16,24,32,Male,medium,no
C03154,"Financial fraud case, in custody for 8 months",fraud,IPC 420,8,12,38,Male,medium,no
C03155,"Robbery case, in custody for 23 months",robbery,IPC 392,23,36,64,Male,medium,no
C03156,"Physical assault case, in custody for 35 months",assault,IPC 351,35,24,56,Male,high,yes
C03157,"Robbery case, undertrial for 3 months",robbery,IPC 392,3,36,25,Male,low,no
C03158,"Robbery case, undertrial for 19 months",robbery,IPC 392,19,36,31,Female,medium,no
